age,industry,job title,annual salary,bonus,country,years of experience,field years of experience,highest level of education,gender
4,Computing or Tech,Sr Project Manager,133000.0,0.0,USA,5,5,5.0,Woman
2,Education (Primary/Secondary),Project Manager ,78000.0,0.0,USA,3,2,4.0,Woman
2,Nonprofits,Associate Events Manager,37960.0,4500.0,USA,3,2,3.0,Woman
2,Business or Consulting,Manager,150000.0,40000.0,USA,3,2,6.0,Woman
4,Education (Higher Education),Assistant Director of Finance,97960.0,0.0,GBR,5,5,4.0,Woman
3,"Accounting, Banking & Finance",General Counsel ,80000.0,30000.0,USA,4,2,5.0,Woman
3,Government and Public Administration,Writer/Editor,87304.0,0.0,USA,4,4,3.0,Woman
2,Computing or Tech,Senior Proposal Manager,170000.0,40000.0,USA,3,3,4.0,Woman
4,Hospitality & Events,Event Coordinator ,58116.76,0.0,CAN,5,5,3.0,Woman
3,Government and Public Administration,GIS Technician,106000.0,0.0,USA,2,2,6.0,Woman
4,Public library,Adult Services Manager,81000.0,0.0,USA,5,5,4.0,Woman
3,Computing or Tech,Senior Developer Relations Manager ,80300.0,0.0,CAN,4,4,4.0,Woman
1,Computing or Tech,Information Security Analyst,66500.0,5900.0,USA,1,1,3.0,Woman
3,"Marketing, Advertising & PR",Marketing Communications Specialist ,70000.0,0.0,USA,5,3,2.0,Woman
3,Media & Digital,Senior digital project manager,95500.0,1000.0,USA,4,2,3.0,Woman
2,"Accounting, Banking & Finance",Staff Accountant,52500.0,2000.0,USA,3,3,3.0,Woman
4,Computing or Tech,Software Consultant ,57040.0,0.0,GBR,5,5,4.0,Woman
2,"Accounting, Banking & Finance",Accounting Specialist,45000.0,0.0,USA,3,3,4.0,Woman
4,Computing or Tech,Sr manager - process,78000.0,0.0,USA,5,5,3.0,Woman
2,Education (Primary/Secondary),Teacher,47000.0,0.0,USA,2,2,4.0,Woman
4,Law,Paralegal,52000.0,6000.0,USA,5,1,3.0,Woman
2,Nonprofits,Communications Manager,71000.0,0.0,USA,2,2,3.0,Prefer not to answer
4,"Accounting, Banking & Finance",Director of Learning & Development,114000.0,10000.0,USA,5,5,4.0,Woman
3,Law,Paralegal,63000.0,1000.0,USA,4,4,4.0,Woman
4,Government and Public Administration,Payment service officer,39420.0,0.0,CAN,1,1,3.0,Woman
3,Media & Digital,Editor in chief,140000.0,0.0,USA,4,4,3.0,Woman
4,Computing or Tech,Software Engineer ,130000.0,0.0,USA,5,0,4.0,Woman
2,Business or Consulting,Senior Consultant,116000.0,5000.0,USA,3,1,3.0,Woman
2,Retail,HR and Operations Manager,39520.0,300.0,USA,4,4,3.0,Woman
5,Government and Public Administration,Records Management Officer,68000.0,0.0,USA,6,5,4.0,Woman
2,oceanography research,research assistant,45000.0,0.0,USA,1,1,3.0,Prefer not to answer
2,Health care,Staff RN,99000.0,0.0,USA,3,3,3.0,Woman
5,Scientific Research,Scientific Writer,125000.0,0.0,USA,5,6,6.0,Woman
2,Health care,Regulatory Specialist,58635.0,0.0,USA,1,1,3.0,Woman
3,Architecture,Communications Director,136240.0,0.0,USA,4,3,3.0,Woman
3,Engineering or Manufacturing,Senior Manager,134000.0,33000.0,USA,4,4,4.0,Woman
2,Education (Primary/Secondary),Library Director,70000.0,0.0,USA,3,3,4.0,Woman
3,"Marketing, Advertising & PR",Senior Integrated Marketing Manager,106000.0,10000.0,USA,4,3,3.0,Woman
3,"Marketing, Advertising & PR",Project Coordinator,40000.0,0.0,USA,2,4,4.0,Woman
2,Recruitment or HR,Payroll manager ,65000.0,0.0,USA,2,2,3.0,Woman
3,Health care,Clinical Psychologist,70000.0,0.0,USA,4,4,6.0,Woman
2,Computing or Tech,Software Engineer,104000.0,0.0,USA,1,1,3.0,Man
2,Media & Digital,Marketing Director,101000.0,0.0,USA,4,3,4.0,Woman
2,Education (Higher Education),Copywriter/Proofreader,50000.0,0.0,USA,3,1,4.0,Woman
2,Education (Higher Education),Student Engagement Officer,48750.0,0.0,AUS,3,0,3.0,Woman
2,Education (Primary/Secondary),Middle School Librarian,83940.0,10000.0,USA,2,2,4.0,Man
4,Engineering or Manufacturing,HR Manager,78500.0,3000.0,USA,4,3,4.0,Woman
2,Law,Senior Associate,139750.0,13000.0,AUS,4,3,5.0,Woman
2,Education (Higher Education),Assistant professor ,46000.0,1000.0,USA,1,1,6.0,Woman
5,Law,Executive PA,32860.0,0.0,GBR,6,4,3.0,Woman
3,Health care,Director of Communications,92000.0,5000.0,USA,4,3,4.0,Woman
2,Media & Digital,Digital Project Specialist,41610.0,2190.0,CAN,2,2,4.0,Woman
2,Insurance,Client Manager,28520.0,2480.0,GBR,3,2,3.0,Woman
2,Computing or Tech,Audit leader,48150.0,0.0,FRA,3,3,4.0,Woman
2,Computing or Tech,Visual Design Manager,65880.0,0.0,USA,4,4,3.0,Woman
2,Government and Public Administration,Hydrologist,58500.0,2000.0,USA,1,1,4.0,Woman
4,Recruitment or HR,"Senior Manager, Organizational Effectiveness",120000.0,20000.0,USA,6,4,4.0,Woman
3,Insurance,IT Team Lead,88000.0,5000.0,USA,3,3,3.0,Man
3,Clinical & Translational Reserach,Clinical Research Coordinator,76000.0,0.0,USA,5,4,3.0,Woman
4,Engineering or Manufacturing,HR Generalist,63000.0,3000.0,USA,5,3,2.0,Woman
3,Engineering or Manufacturing,Engineer,92000.0,0.0,USA,4,4,3.0,Woman
2,Engineering or Manufacturing,Research Scientist,141000.0,14000.0,USA,2,3,6.0,Woman
4,Computing or Tech,Product Management Director,170000.0,20000.0,USA,5,5,4.0,Woman
4,Education (Primary/Secondary),Teacher,50100.0,1000.0,USA,4,2,3.0,Woman
4,Law Enforcement & Security,Forensic Scientist,104640.0,20000.0,USA,5,5,3.0,Woman
3,"Accounting, Banking & Finance",Corporate communications manager ,135000.0,10000.0,USA,4,3,4.0,Man
2,"Marketing, Advertising & PR",Account Director,90000.0,0.0,USA,2,1,3.0,Man
3,Computing or Tech,Senior Software Developer ,65700.0,0.0,CAN,4,4,3.0,Woman
3,Insurance,Actuarial Pricing Manager,130704.0,10500.0,USA,4,4,3.0,Woman
3,Business or Consulting,Reporting Analyst,54000.0,0.0,USA,2,1,5.0,Woman
2,"Accounting, Banking & Finance",Business Support Consultant 5,120660.0,27175.0,USA,4,1,2.0,Woman
3,Government and Public Administration,Senior Planner,66950.0,0.0,AUS,4,4,4.0,Woman
2,Education (Higher Education),Designer,46125.0,0.0,USA,2,2,3.0,Woman
4,Law,Paralegal,41600.0,0.0,USA,5,4,4.0,Prefer not to answer
2,Education (Primary/Secondary),School Clerk-Secretary,49000.0,0.0,USA,1,0,2.0,Woman
2,Education (Higher Education),"Manager, Registrar's Office",73000.0,5000.0,USA,3,3,4.0,Prefer not to answer
3,Nonprofits,Communications Director,125000.0,1000.0,USA,4,4,4.0,Woman
3,Health care,RN,57000.0,0.0,USA,4,2,3.0,Woman
4,Business or Consulting,Senior Consultant,132500.0,15000.0,USA,5,5,3.0,Woman
4,Government and Public Administration,Director,100300.0,0.0,USA,5,4,3.0,Woman
2,"Accounting, Banking & Finance",Client Services Coordinator,47840.0,0.0,USA,3,2,3.0,Woman
3,Social Work,EAP counselor,70000.0,0.0,USA,4,1,4.0,Woman
4,Finance,Director of Financial Planner ,90000.0,5000.0,USA,5,3,3.0,Woman
3,Engineering or Manufacturing,Project Engineer,88000.0,0.0,USA,4,4,4.0,Woman
2,Computing or Tech,Data Analyst,90000.0,5000.0,USA,1,1,3.0,Woman
3,Computing or Tech,Client Platform Engineer,118000.0,0.0,USA,4,3,4.0,Prefer not to answer
2,Education (Primary/Secondary),Residential Life Faculty,43000.0,0.0,USA,3,3,4.0,Woman
3,Computing or Tech,Workplace Operations Lead,88000.0,0.0,USA,5,4,3.0,Prefer not to answer
3,Engineering or Manufacturing,Environmental Coordinator,150000.0,30000.0,USA,4,4,3.0,Woman
3,Nonprofits,Executive Director ,136000.0,0.0,USA,4,4,4.0,Woman
2,Health care,Grants Administrator ,85000.0,0.0,USA,3,2,3.0,Woman
3,Engineering or Manufacturing,Graphic Designer,76500.0,1000.0,USA,4,4,3.0,Woman
3,"Marketing, Advertising & PR","Supervisor, Communications",105000.0,8100.0,USA,4,4,3.0,Woman
3,"Accounting, Banking & Finance",Procurement Category Manager,68200.0,0.0,GBR,4,4,3.0,Woman
3,Computing or Tech,"Director, Cloud Solutions",165000.0,36000.0,USA,4,4,2.0,Man
2,Education (Primary/Secondary),6th grade teacher,58000.0,0.0,USA,2,1,4.0,Prefer not to answer
5,"Accounting, Banking & Finance",Corporate Secretary ,60000.0,0.0,USA,6,6,2.0,Woman
4,Utilities & Telecommunications,Program manager,100000.0,0.0,USA,5,4,4.0,Man
3,"Accounting, Banking & Finance",Tax Administrator,79600.0,0.0,USA,4,3,2.0,Woman
3,Government and Public Administration,Attorney,107500.0,0.0,USA,4,4,5.0,Woman
3,Health care,Pharmacy Supervisor ,164000.0,0.0,USA,4,4,5.0,Woman
1,Nonprofits,Education and Outreach Coordinator,16000.0,0.0,USA,1,1,3.0,Woman
2,Education (Higher Education),Associate Tutor,50000.0,0.0,USA,3,2,3.0,Man
3,Government and Public Administration,Data Analyst,93000.0,0.0,GBR,5,4,1.0,Woman
3,Education (Higher Education),assistant professor,84500.0,0.0,USA,2,2,6.0,Woman
2,Nonprofits,Development Coordinator,50000.0,2000.0,USA,2,2,3.0,Woman
2,Health care,instructor of medicine,100000.0,0.0,USA,1,1,5.0,Woman
3,Health care,Director of Agency Services,93000.0,1500.0,USA,4,4,4.0,Woman
4,Education (Primary/Secondary),Teacher - high school,60000.0,0.0,USA,5,4,4.0,Woman
3,Food Distribution,Payroll Administration,45000.0,1500.0,USA,2,1,4.0,Woman
3,"Accounting, Banking & Finance",Relationship Manager,85000.0,15000.0,USA,4,1,4.0,Woman
2,Business or Consulting,Senior Associate,153000.0,6000.0,USA,2,1,4.0,Woman
4,Health care,Certified Coder,43000.0,2000.0,USA,5,3,2.0,Woman
3,Government and Public Administration,Director,124100.0,0.0,CAN,4,2,4.0,Woman
2,Real Estate,Operations Manager,50000.0,1000.0,USA,3,1,3.0,Woman
3,Government and Public Administration,GIS Coordinator,78000.0,100.0,USA,3,1,3.0,Man
2,Biotech,VP of Research & Development,80000.0,0.0,USA,1,1,6.0,Woman
3,Engineering or Manufacturing,Software Engineer,115000.0,0.0,USA,5,4,4.0,Woman
2,Education (Higher Education),Marketing & Admissions Coordinator,49500.0,0.0,USA,2,2,4.0,Woman
3,Nonprofits,Finance Director,70000.0,0.0,USA,5,4,3.0,Woman
2,Media & Digital,Senior strategist,85000.0,1000.0,USA,1,1,3.0,Woman
3,Research,Research Coordinator,43000.0,0.0,USA,4,4,4.0,Woman
5,Utilities & Telecommunications,Billing Operations Manager,110000.0,5000.0,USA,7,6,3.0,Woman
2,Computing or Tech,Operations Manager ,50000.0,5000.0,USA,2,1,3.0,Woman
3,Computing or Tech,Software Engineer,145000.0,0.0,USA,4,4,3.0,Woman
3,Education (Primary/Secondary),"Teacher-Public School, Suburb",96000.0,2500.0,USA,4,4,4.0,Woman
2,Nonprofits,Assistant director ,37000.0,0.0,USA,4,4,4.0,Woman
3,Education (Higher Education),Academic Advisor,51000.0,0.0,USA,2,3,4.0,Woman
3,Social Work,Outreach specialist,51251.0,7104.0,USA,1,1,3.0,Woman
2,"Accounting, Banking & Finance",Finance Manager ,82176.0,7704.0,DEU,4,2,4.0,Woman
4,Education (Primary/Secondary),High school teacher,72000.0,4600.0,USA,5,4,5.0,Woman
1,Nonprofits,Program Associate,53400.0,250.0,USA,1,1,3.0,Prefer not to answer
4,Government and Public Administration,Water resources director,165000.0,0.0,USA,5,4,4.0,Woman
2,Health care,Account Executive,70000.0,30000.0,USA,2,1,3.0,Woman
2,Health care,Scientific Director,115000.0,10000.0,USA,2,2,6.0,Man
3,"Construction, HVAC ",Programmer,62400.0,0.0,USA,3,1,3.0,Woman
2,Media & Digital,Production Manager,58500.0,6500.0,USA,4,3,3.0,Woman
4,Government and Public Administration,Policy Analyst,72014.5,1635.2,CAN,4,1,3.0,Woman
4,Nonprofits,Senior Director,90000.0,0.0,USA,4,4,4.0,Woman
5,Law,Paralegal Specialist,130000.0,2500.0,USA,6,6,3.0,Woman
3,Health care,Assistant Nurse Manager,95000.0,2000.0,USA,4,4,3.0,Man
3,Engineering or Manufacturing,Product Manager,150000.0,0.0,USA,4,2,4.0,Woman
2,Nonprofits,Administrative coordinator ,38000.0,0.0,USA,2,0,1.0,Woman
2,"Marketing, Advertising & PR",Growth marketing manager,120000.0,0.0,USA,2,2,3.0,Woman
3,Computing or Tech,Web Developer,90000.0,0.0,USA,4,4,3.0,Man
5,Government and Public Administration,Explosive Safety Officer,62050.0,0.0,CAN,7,7,1.0,Man
2,Recruitment or HR,Benefits Operations Analyst,66500.0,0.0,USA,3,2,3.0,Woman
3,Nonprofits,Director of Communications,67000.0,1000.0,USA,4,4,3.0,Woman
3,Government and Public Administration,HR Analyst,86000.0,0.0,USA,4,2,3.0,Woman
2,"Marketing, Advertising & PR",Marketing Coordinator,26975.0,0.0,NZL,2,1,3.0,Woman
2,Education (Higher Education),Study Abroad Advisor,46000.0,720.0,USA,4,4,4.0,Man
2,"Accounting, Banking & Finance",Tax analyst ,77500.0,6200.0,GBR,4,3,3.0,Woman
2,Computing or Tech,Cloud Engineer,71500.0,6500.0,AUS,3,1,3.0,Woman
2,Utilities & Telecommunications,Clean Energy Product Development,117700.0,25000.0,USA,2,2,3.0,Woman
3,Government and Public Administration,Youth Services Librarian,45000.0,0.0,USA,4,4,4.0,Woman
3,Computing or Tech,Sr Software Engineer,166000.0,0.0,USA,4,4,3.0,Man
3,Education (Primary/Secondary),High School American History & Literature Teacher,55000.0,0.0,USA,4,4,3.0,Woman
2,Clergy,Children’s Ministry Director ,42000.0,0.0,USA,3,3,3.0,Woman
5,"Accounting, Banking & Finance",Administrative Assistant,41000.0,1000.0,USA,5,4,4.0,Woman
3,"Marketing, Advertising & PR",Marketing Project Manager ,48000.0,0.0,USA,4,2,3.0,Woman
3,Government and Public Administration,GIS Analyst,69000.0,0.0,USA,4,4,4.0,Woman
2,Recruitment or HR,HR Business Partner ,110000.0,10000.0,USA,3,2,4.0,Prefer not to answer
2,Engineering or Manufacturing,Systems Engineer,117000.0,3000.0,USA,4,4,3.0,Woman
4,Government and Public Administration,Regulatory Board Administrator 2,33000.0,0.0,USA,6,3,2.0,Woman
3,Health care,Extern coordinator,94900.0,9.49,CAN,4,4,3.0,Woman
4,Education (Higher Education),Professor,110000.0,9000.0,USA,5,5,6.0,Woman
4,Insurance,Head of HR,150000.0,35000.0,USA,5,5,4.0,Woman
3,Business or Consulting,Management Consultant,176000.0,10000.0,USA,4,2,4.0,Woman
5,Education (Higher Education),Associate Director ,121000.0,0.0,USA,5,5,4.0,Woman
2,Property or Construction,Content manager,85150.0,0.0,AUS,2,2,4.0,Woman
2,Education (Higher Education),Hillel director ,57000.0,0.0,USA,2,2,4.0,Woman
3,"Leisure, Sport & Tourism",Controller,82000.0,12300.0,USA,4,3,3.0,Woman
3,Business or Consulting,Lead Management Analyst,100000.0,1000.0,USA,4,4,4.0,Man
4,Nonprofits,Marketing Specialist,58000.0,800.0,USA,4,2,4.0,Woman
2,"Accounting, Banking & Finance",Tax Manager,98000.0,6000.0,USA,2,2,3.0,Woman
1,Social Work,Case Planner in Children’s Welfare,39000.0,0.0,USA,1,0,3.0,Woman
4,Government and Public Administration,Senior Executive Assistant,78000.0,0.0,AUS,5,5,2.0,Woman
3,Government and Public Administration,Data Analyst,49640.0,0.0,CAN,1,1,6.0,Woman
2,"Accounting, Banking & Finance",Sales Strategy Analyst,65000.0,2500.0,USA,1,1,3.0,Woman
3,Nonprofits,Events Specialist,80000.0,0.0,USA,4,4,4.0,Woman
4,Government and Public Administration,Assistant Director Special Projects,97000.0,0.0,USA,5,4,3.0,Woman
5,Government and Public Administration,Executive and HR Assistant,44450.0,0.0,USA,3,2,3.0,Woman
3,Veterinary Diagnostics,Veterinary Diagnostic Microbiologist,44000.0,0.0,USA,3,3,3.0,Woman
2,Retail, CAP team,34320.0,2200.0,USA,3,2,1.0,Woman
1,Government and Public Administration,Policy Advisor (U.K. Government),66216.0,1240.0,GBR,1,1,3.0,Prefer not to answer
3,Nonprofits,Director,135000.0,0.0,USA,2,2,6.0,Woman
3,Computing or Tech,Email Deliverability Consultant,115000.0,15000.0,USA,4,2,1.0,Prefer not to answer
3,Education: preschool ,Director ,100000.0,0.0,USA,4,4,5.0,Woman
3,Education (Higher Education),Benefits Manager (Human Resources),72000.0,0.0,USA,4,4,4.0,Woman
3,Education (Higher Education),Operations Director,53000.0,0.0,USA,4,2,4.0,Man
2,Health care,Help Desk Technician,45000.0,0.0,USA,3,0,3.0,Woman
2,Computing or Tech,Senior Program Manager,174000.0,60000.0,USA,2,2,3.0,Woman
3,Computing or Tech,Technical Writer,116000.0,77000.0,USA,4,4,3.0,Man
3,Government and Public Administration,Special Security Officer,66805.0,0.0,USA,4,3,5.0,Woman
4,Law,Managing Attorney - State Government,180000.0,0.0,USA,5,5,5.0,Man
2,Computing or Tech,Senior executive assistant ,90000.0,0.0,USA,3,3,3.0,Woman
3,"Accounting, Banking & Finance",Controller,41000.0,2000.0,USA,4,4,4.0,Woman
2,Business or Consulting,Data Analyst,90000.0,2500.0,USA,3,3,4.0,Woman
3,Retail,Director of Staff Experience,123000.0,0.0,USA,5,4,2.0,Woman
2,Government and Public Administration,Senior Solicitor,62302.5,1869.4,NZL,1,1,5.0,Man
2,Nonprofits,Research Associate,77000.0,0.0,USA,3,3,4.0,Woman
3,Property or Construction,Property Manager ,67160.0,9125.0,CAN,3,2,1.0,Woman
4,Transport or Logistics,Sr. Recruiting is ,103000.0,17000.0,USA,4,4,2.0,Woman
2,Education (Higher Education),Research Scientist/Engineer,75000.0,0.0,USA,1,1,6.0,Woman
2,Retail,department assistant manager,27950.0,0.0,AUS,3,2,3.0,Woman
3,Government and Public Administration,HR Analyst,56160.0,0.0,USA,4,4,3.0,Woman
3,Education (Primary/Secondary),Teacher,50000.0,0.0,USA,4,3,4.0,Woman
3,Education (Primary/Secondary),Art teacher,43800.0,0.0,USA,4,4,4.0,Woman
3,"Marketing, Advertising & PR",Senior Account Manager,72000.0,1500.0,USA,4,4,4.0,Woman
2,Computing or Tech,IT support assistant,45000.0,5000.0,USA,2,0,3.0,Woman
2,Insurance,Underwriting Manager,111000.0,0.0,USA,3,2,3.0,Woman
3,Government and Public Administration,Lead Systems Engineer,120000.0,0.0,USA,5,5,4.0,Man
4,Business or Consulting,Executive Assistant ,45880.0,0.0,GBR,5,5,1.0,Woman
3,Health care,Registered Nurse,70000.0,0.0,USA,5,4,3.0,Woman
2,Education (Higher Education),Data Analyst,85000.0,0.0,USA,3,1,3.0,Woman
3,Art & Design,Director of Product Design & Development ,150000.0,50000.0,USA,4,4,3.0,Woman
3,Nonprofits,Program Manager,48910.0,0.0,CAN,2,2,3.0,Woman
3,Engineering or Manufacturing,Senior Engineer,79300.0,0.0,AUS,4,2,3.0,Man
2,Health care,Project Manager,76000.0,5000.0,USA,3,1,3.0,Woman
2,Business or Consulting,Global Data Team Leader,82500.0,12000.0,USA,3,1,3.0,Woman
3,Customer service/call center,Customer service supervisor,40000.0,6000.0,USA,4,4,3.0,Prefer not to answer
3,Property or Construction,Procurement Manager,135000.0,0.0,USA,3,3,3.0,Woman
2,Entertainment,Theatrical Lighting Designer,36000.0,0.0,USA,2,2,3.0,Woman
3,Property or Construction,Architect,121129.0,12000.0,USA,4,4,4.0,Woman
3,Nonprofits,Executive Director,130000.0,0.0,USA,4,4,4.0,Woman
3,Pharma/biotech,Publications Associate Director ,175000.0,20000.0,USA,3,2,6.0,Woman
3,"Accounting, Banking & Finance",VP Finance,125000.0,25000.0,USA,3,3,3.0,Woman
4,Health care,Executive Assistant ,60840.0,0.0,AUS,6,0,2.0,Woman
2,Nonprofits,Development & Communications Officer,64000.0,0.0,USA,3,2,3.0,Woman
3,Education (Higher Education),Associate professor ,94500.0,16000.0,USA,5,4,6.0,Woman
4,Government and Public Administration,Environmental Protection Specialist ,105500.0,0.0,USA,6,6,6.0,Woman
2,Education (Higher Education),Assistant Professor,63000.0,1200.0,USA,0,0,6.0,Woman
3,"Marketing, Advertising & PR",Pursuits Manager,116000.0,0.0,USA,5,4,3.0,Woman
2,"Marketing, Advertising & PR",Communications Executive,31000.0,3720.0,GBR,2,2,3.0,Woman
2,Education (Primary/Secondary),Middle school teacher,45250.0,0.0,USA,3,0,4.0,Woman
3,Media & Digital,"Managing Editor, trade publication",65000.0,0.0,USA,4,4,4.0,Woman
2,Sales,Regional Manager ,120000.0,78000.0,USA,4,3,1.0,Woman
2,"Marketing, Advertising & PR",Digital Marketing Manager,70000.0,8000.0,USA,3,2,3.0,Woman
2,Computing or Tech,"Sr Manager, Growth Strategy",140000.0,14000.0,USA,3,3,3.0,Woman
2,Retail,Store Manager,45500.0,2000.0,USA,4,2,3.0,Woman
4,Health care,Hospice volunteer coordinator,39000.0,0.0,USA,4,2,3.0,Woman
2,Health care,Physical Therapist,80000.0,10000.0,USA,3,3,5.0,Woman
3,Nonprofit scholarly society publisher,Senior Marketing Manager ,111000.0,0.0,USA,5,4,4.0,Woman
2,Education (Primary/Secondary),Guidance Counselor ,37960.0,0.0,CAN,1,0,4.0,Woman
3,"Marketing, Advertising & PR",VP Marketing,168000.0,15000.0,USA,5,4,3.0,Woman
3,Engineering or Manufacturing,Landscape Architect,96000.0,0.0,USA,4,3,4.0,Woman
3,"Accounting, Banking & Finance",Employee Benefits Director,80000.0,8000.0,USA,4,3,3.0,Woman
4,Education (Higher Education),Sustainability Information Curator/Strategic Communications Coordinator,63319.0,0.0,USA,5,5,4.0,Woman
2,"Accounting, Banking & Finance",Operations Manager,105000.0,20000.0,USA,2,2,3.0,Woman
5,Computing or Tech,Information Support,90351.0,0.0,USA,6,5,2.0,Man
2,Law,Law clerk,106000.0,0.0,USA,1,1,5.0,Woman
3,Health care,Certified Registered Nurse Anesthetist ,165000.0,7500.0,USA,3,1,4.0,Woman
2,Government and Public Administration,Office Assistant,30000.0,0.0,USA,2,2,4.0,Woman
1,Government and Public Administration,Project Officer,57200.0,0.0,AUS,1,1,2.0,Prefer not to answer
